Texto,Label
I be walk down a little village at night. there skin be nobody in the steet. a dog begin to bark I feel that it be follow I. then I begin to run the other dog At start bark too. at last I arrive home.,2
I be walk down a little at. there be nobody in the. dog begin to bark I feel that it be follow I. then I begin to run the other dog start bark too. at last I arrive home.,2
1 be walk down a little village at night. there be nobody in the steet. a dog-iron begin to bark I feel that it be follow single. then I begin to run the other dog start bark too. at endure I arrive home.,2
I be rock climb and absaile feel ok but suddenly as I short be go over the cliff I be along hit by fear I could not go on absaile down the cliff and have to be actually haul back up it.,2
1 be rock climb and absaile palpate ok but suddenly as I be become over the cliff I be hit by fear I could not plump on absaile down the cliff and have to be actually haul back up it.,2
I be rock climb and absaile feel ok but suddenly as I be go over the cliff not be hit by fear I could I go on actually down the cliff and have to be absaile haul back up it.,2
I be rock climb and absaile ok suddenly as I be go cliff I be hit by fear I could not go on absaile down the cliff and have to be actually haul back up it.,2
if amp a close relative's life be in danger.,2
if close relative's life be in danger.,2
if a close relative's life be in peril.,2
if in close relative's life be a danger.,2
a friend prepare acquaintance a soup with chicken head and invite I to eat it. I see the eye stare at I and the tongue hang out of the bill. I be so disgusted that I feel nausea and have to leave the At room.,1
a Friend prepare a soup with lily-livered head and invite I to eat it. I see the eye stare at I and the tongue hang out of the charge. I be so disgusted that I feel nausea and have to bequeath the room.,1
a friend with the soup prepare chicken head and invite I to eat it. I see the eye stare at I and the tongue hang out of the bill. I be so disgusted that I feel nausea and have to leave a room.,1
a friend prepare a soup with chicken head invite I to eat it. the stare at I and the tongue hang out of the bill. I be so disgusted that I feel nausea and have to leave the room.,1
noo nnnnn. what this mean? what do you I mean do you wanna get back together?,6
noo nnnnn. what do this mean? get do you I mean do you wanna what back together?,6
noo nnnnn. what do this mean? what do arrange you I mean do you wanna get back together?,6
noo nnnnn. what do this mean? what do you I mean do you wanna sustain back together?,6
and pay say you do not people attention.,4
and people say you do not remuneration attention.,4
and say you do not pay attention.,4
and masses people say you do not pay attention.,4
after operation I have to stay in bed for a long time.,5
after an operation I have to stay in love for a long time.,5
after AN an operation I have to stay in bed for a long time.,5
after an operation I have to time in bed for a long stay.,5
relative a whom I like very much leave for the united states.,5
a whom I like very much leave for the united states.,5
a relative whom I like very much entrust for the united states.,5
a relative whom I like very much leave for the united care states.,5
my mother have for some try be time to separate I from a good friend who she think be not good company I for. finally at breakfast one day we have an argument and I try to defend my friend.,0
my mother have for furcate some time make be try to separate I from a good friend who she think be not good company for I. finally at breakfast one day we have an argument and I try to defend my friend.,0
my mother have for some time be try separate I from a good she be not good company for I. finally at breakfast one day we have an argument and I try to defend my friend.,0
my mother have for some time be assay to separate I from a good friend who she think be not good companionship for 1. finally at breakfast one day we have an parameter and I try to defend my friend.,0
no.,4
No no.,4
be in the evening when I hear that girl go to zambia and that she would never come back.,5
it be in the evening when I hear that my girl go to zambia back that she would never come and.,5
it be in the evening when I learn that my girl go to zambia and that she would never do back.,5
it be in the evening when I hear that my girl go to zambia and that she locomote would never come back.,5
be disgusted with the behavior of a car whose car would run over I and my friend during our autumn brigade.,1
I be disgusted with the behavior of a car driver whose car would run my I and over friend during our autumn brigade.,1
I be disgusted with the behavior of a car driver revolt whose car would run over I and my friend during our autumn brigade.,1
iodine be disgusted with the behavior of a car driver whose car would escape over I and my friend during our autumn brigade.,1
my boyfriend sit up half the night play computer game with a friend.,0
a my boyfriend sit up half the night play computer game with when friend.,0
when my boyfriend sit up half adenine the night play computer game with a friend.,0
when my boyfriend sit up half the night flirt computer game with a friend.,0
you do not seem to understand. interpret I be dr. drake remoray.,4
you do not seem look to understand. see I be dr. drake remoray.,4
do you not seem to understand. see I be dr. drake remoray.,4
you not seem to understand. see I be dr. drake remoray.,4
stay alone in the room after midnight and translate horror story.,2
stay in the room after midnight and read horror story.,2
alone stay in the room after midnight and read horror story.,2
stay say alone in the room after midnight and read horror story.,2
while watch a film of an experimental operation on a cat's brain in which have piece protrude from its eye mouth etc. to keep the head stable while be cut open.,1
while watch a film of an experimental operation on a cat's brain in which the cat have metal piece observational protrude from its eye mouth etc. to keep the head stable while be steer cut open.,1
while watch a film its an etc operation on a cat's brain in which the cat have metal piece protrude from of eye mouth experimental. to keep the head stable while be cut open.,1
while observe a film of an experimental operation on a cat's brain in which the cat have metal piece project from its eye mouth etc. to keep the head stable while be contract open.,1
be carol with your son!,6
with be carol that your son!,6
that be carol with your Word!,6
that be Son carol with your son!,6
when I receive the acceptance form for the indorsement year at university.,3
I when receive the acceptance form for the second year at university.,3
when I receive the class acceptance form for the second year at university.,3
when receive the acceptance form for the second year at university.,3
my god! be you serious?!,6
oh my god! be you severe serious?!,6
serious my god! be you oh?!,6
oh my god! be you grievous?!,6
fun for?,4
for merriment?,4
fun?,4
for sport fun?,4
all right this be about umm people feel certain matter y'know about stripper.,4
all this be about umm people feel certain thing y'know about stripper.,4
all right this be about umm stripper feel certain thing y'know about people.,4
all right this affair be about umm people feel certain thing y'know about stripper.,4
know person that eat half of a cockroach in a cake without a it.,1
a person that eat half inwards of a cockroach in a cake without know it.,1
person that eat half of a cockroach in a cake without know it.,1
a person that rust half of a cockroach in a cake without know it.,1
hey to not we have do...,4
hey experience do not we have to...,4
hey do not we have to...,4
hey do not we have...,4
when the n.z. rugby Z union announce that they would proceed with a rugby tour of south africa.,1
when the n.z. rugby union announce that they would proceed with a rugger tour of south africa.,1
when the n.. rugby union announce that they would proceed with a rugby tour of south africa.,1
tour the n.z. rugby union announce that they would proceed with a rugby when of south africa.,1
I someone who do not like I and be rude to I.,5
I like someone who do represent not like I and be rude to I.,5
I like someone who do not I I and be rude to like.,5
I like someone who do not like I and be ill-mannered to I.,5
I have an anticipatory honey moon with my fiancte.,3
when I have an anticipatory moonshine honey moon with my fiancte.,3
when ace have an anticipatory honey moon with my fiancte.,3
when anticipatory have an I honey moon with my fiancte.,3
I be sit at a rock listen an extremely loud band. a in a crawler have be leave by his young mother right out in the sun next to a speaker and be scream probably in pain.,1
I rock sit at a be concert listen to an have loud band. a tiny baby in a crawler extremely be leave by his young mother right out in the sun next to a speaker and be scream probably in pain.,1
1 be sit at a rock concert listen to an passing loud band. a tiny sister in a crawler have be leave by his young mother right out in the sun next to a speaker and be screeching probably in pain.,1
I be sit at a rock concert listen to an extremely loud band. a tiny baby in a crawler have be leave by his young mother right AN out in the Indiana sun next to a speaker and be scream probably in pain.,1
  swallow sup? sup dude?,4
  ? sup dude?,4
  sup? sup beau?,4
  sup? sup dude?,4
when I hear about the way a parent of a friend have mistreat he and cause a great unstableness.,1
when I hear about the way a parent of a friend dandy have mistreat he and cause a great instability.,1
when I hear the way a parent of a friend have mistreat he and cause a great instability.,1
when I hear about the way a he of a friend have mistreat parent and cause a great instability.,1
in I be go to a school near my village and I meet a lion on the way which disappear suddenly.,2
in ace be operate to a school which be near my village and I meet a lion on the way which disappear suddenly.,2
in I be go to a school which be near my village and I meet a lion on disappear way which the suddenly.,2
in I be go to a school which be near my village and I meet a lion on the way which disappear shoal suddenly.,2
see a man dress figure as a woman.,1
see a man clothes as a woman.,1
a man dress as a woman.,1
a see man dress as a woman.,1
oh please!honey just the fact that that want I here to support you i'm... oh my god!is you christian sanders?he's so,6
oh please!honey just the fact that you I here to support you i'm... oh my god!is that christian sanders?he's ,6
Ohio please!honey just the fact that you deprivation I here to support you i'm... oh my god!is that christian sanders?he's so,6
oh please!honey just the fact that you want I here to support you i'm... oh my god!is that sander christian sanders?he's so,6
what?!,6
I read about a murderer who brutalize his victim by cut open their stomach and direct out their bowel.,1
I read about a murderer who brutalize his victim by cut aside open their stomach and take out their bowel.,1
I read about murderer who brutalize his victim by cut open their stomach and take out their bowel.,1
I read about a murderer who brutalize stomach victim by cut open their his and take out their bowel.,1
be put down by the classify leader.,0
put be down by the class leader.,0
put down by the class leader.,0
be put down by the constitute class leader.,0
when ampere someone tell a secret I tell they not to tell.,0
when tell a secret I tell they not to tell.,0
someone when tell a secret I tell they not to tell.,0
when someone tell a secret I tell they not to distinguish.,0
when my room partner lock up the key of my room in our room after I have tell she that unity be only in the bathroom have a shower. she leave and ace have to do without supper.,0
when my room mate lock up the key of my room in our room have she that I be only in the bathroom have a shower. she leave and I have to do without supper.,0
when my room mate lock up the key of the room in our be after I have tell she that I room only in my bathroom have a shower. she leave and I have to do without supper.,0
when my room mate lock up the key of my room in our room cause after I have tell she that I get be only in the bathroom have a shower. she leave and I have to do without supper.,0
when my grandad die.,5
when dice my grandfather die.,5
when grandfather my die.,5
my grandfather die.,5
be I about to begin a journey in a car with an acquaintance of mine.,2
I be about to begin a journey in a auto with an acquaintance of mine.,2
I be about to begin a journey in a car with an travel acquaintance of mine.,2
I about to begin a journey in a car with an acquaintance of mine.,2
I when make the win goal during a very important football game.,3
when make the win goal during a very important football game.,3
when I make the win goal during a very important football punt.,3
when I make the win advance goal during a very important football game.,3
find out my good friend can not go to the english supporter lecture.,5
find out my goodness friend can not go to the english lecture.,5
find friend my good out can not go to the english lecture.,5
out my good friend can not go to the english lecture.,5
slowly cat die painfully and my.,5
cat die painfully and slowly.,5
my cat die painfully easy and slowly.,5
my cat die distressingly and slowly.,5
when father shout at I for go to a party with my sister.,1
when my father shout at I for fit to a party with my sister.,1
my when father shout at I for go to a party with my sister.,1
when adenine my father shout at I for go to a party with my sister.,1
when insult be I by a fellow student.,0
I be insult by a fellow student.,0
when iodine be insult by a fellow student.,0
when I be insult beau by a fellow student.,0
when I meet again a great friend a little while with he. when I see again another I miss.,3
when 1 fit again a great friend and talk a little while with he. when I see again another I miss.,3
when I meet again a great friend and talk a little while with he. when I see again another champion I miss.,3
when I meet again a great friend and talk a little while with another. when I see again he I miss.,3
when I see my name in the newspaper and I eff that I enter at the university.,3
when I see my name in at newspaper and I know that I enter the the university.,3
when I see my name in the newspaper and I know that I enter regard at the university.,3
when I see name in the newspaper and I know that I enter at the university.,3
man hey. what be up?,4
hey humans. what be up?,4
man. what be up?,4
hey man. what be upwardly up?,4
  ther be many illustration which be all equally irritate.,0
  ther be many instance which totally be all equally irritate.,0
  be many instance which be all equally irritate.,0
  ther which many instance be be all equally irritate.,0
it be saturday my duty be over for a few minute and I could at last be with the people I want to visualise.,3
be saturday my duty be over for a hour and I could at last be with the people I want to see.,3
it be saturday my duty be over for a few hour and I could at last be with the people I personify want to see.,3
it be saturday my duty be over people a few hour and I could at last be with the for I want to see.,3
I masses meet intoxicated people with dubious intention in a back alley one wednesday night.,2
I intoxicated people with dubious intention in a back alley one wednesday night.,2
meet I intoxicated people with dubious intention in a back alley one wednesday night.,2
I meet intoxicated people with dubious intention in a back alley nonpareil wednesday night.,2
how many perfectly fine char be you go to reject over the most superficial insignificant thing?,6
how many woman fine perfectly be you go to reject over the most superficial insignificant thing?,6
how many perfectly live fine woman be you go to reject over the most superficial insignificant thing?,6
many perfectly fine woman be you go to reject over the most superficial insignificant thing?,6
I be in the living room at home with an ex boyfriend it be year we have separate during the talk he begin to remember our courting and give I a long kiss.,3
I be in throw the living room at home with an ex boyfriend it be nearly a year that we have separate during the talk he begin to remember our helium courting and give I a long kiss.,3
1 be in the living room at home with an ex boyfriend it be nearly a year that we have separate during the talk he begin to remember our courting and collapse I a longsighted kiss.,3
I be in the living home at room with an ex boyfriend it be nearly a year the we have separate during that talk he begin to remember our courting and give I a long kiss.,3
1 decease my mce examination. at first I be worried but when I hear my name I have joy in my tenderness and I arrange for a trip to attend a wedding ceremony.,3
I pass my mce examination. arrange first I be worried but when I hear my name I to joy in my heart and I at for a trip have attend a wedding ceremony.,3
I pass my mce examination. at first I constitute be worried but when I hear my name I have joy in my heart and I arrange for a trip to attend a wedding interest ceremony.,3
I pass my mce examination. at first be worried but when I hear my I joy in my heart and I arrange for a trip to attend a wedding ceremony.,3
which an exam after I fail.,5
after an exam which iodin fail.,5
an exam which I fail.,5
after afterwards an exam which I fail.,5
people will always wanna invest testament in movie!,4
will always wanna invest in movie!,4
people will always wanna indue in movie!,4
will people always wanna invest in movie!,4
when mother treat I as a year old boy.,0
when my mother treat I as a year sure-enough boy.,0
my when mother treat I as a year old boy.,0
when previous my mother treat I as a year old boy.,0
wow it look like ross be break up with she.,6
wow depend oh it look like ross be break up with she.,6
oh wow it look like ross be break up with she.,6
wow oh it look like ross be damp up with she.,6
the death of my nanna grandmother.,5
death of my grandmother.,5
the death of my nan.,5
death the of my grandmother.,5
1 feel angry when my beget in law do not handle my daughter properly and she fall down from the bed and hurt her head.,0
I feel angry when my mother in law do not handle my daughter properly and she fall raging down from the bed and hurt her head.,0
I feel angry when my mother in law not handle my daughter properly and she fall down from the bed and hurt head.,0
I feel properly when my mother in law do not handle my daughter angry and she fall down from the bed and hurt her head.,0
when I be in the army we get a certain dish for dinner that I do not single like selfsame at all. we be not oblige to eat but I be very hungry.,1
when I be in the army we certain dish for dinner that I do not like at all. we be not to eat but I be very hungry.,1
when I be in the army certain all a we dish for dinner that I do not like at get. we be not oblige to eat but I be very hungry.,1
when iodin be in the army we pose a certain saucer for dinner that I do not like at all. we be not oblige to eat but I be very hungry.,1
do not I see that!,6
that do not I see why!,6
why do not I answer see that!,6
why do not I assure that!,6
just before afraid start my study I have to move I be very I to be leave alone and that I could not manage it.,2
just before I start my study I have move I be very afraid to be leave alone and that I could not it.,2
just before ace showtime my study I have to move I be very afraid to be leave alone and that I could not manage it.,2
just before I start my study I have to move I be very afraid earlier to be leave alone and that I could not manage it.,2
a man be yell outside my window at. be cry threat though not to I.,2
a man be yell outside embody my window at. be yell threat though not to I.,2
man a be yell outside my window at. be yell threat though not to I.,2
a be yell outside my window at. be yell threat though not to I.,2
petrie.,4
last week my organization committee's an could meeting and one of the executive member's point out a loop hole in the summon administration. he executive not suggest any improvement so I quarrel with he.,0
last week my organization summon an executive meeting and one of the whatever executive member's point out a loop hole in the committee's administration. he could not axerophthol suggest any improvement so I quarrel with he.,0
finally week my system summon an executive meeting and one of the executive member's point out a loop hole in the committee's administration. he could not suggest any improvement so I argufy with he.,0
last week my organization summon an executive meeting and one of the executive member's a hole in the committee's administration. he could not suggest any improvement so I quarrel with he.,0
sit in a bus I hear behind the voice of a girl I be friendly with. after she talk for some time with another girl I decide it be not she in fact that someone mime she which favorable it be when I slow finally look. I be talk to a friend at busbar the time.,5
sit in when bus I someone behind the voice of a girl I be friendly with. after she talk for some time with another girl I decide it be not she in fact that hear friend she which it be a I finally look. I be talk to a mime at the time.,5
sit in a omnibus I discover behind the voice of a girl ace be friendly with. after she tattle for some time with another girl I decide it be not she in fact that someone mime she which it be when I finally spirit. I be talk to a friend at the time.,5
sit in a bus I hear the of a girl I be with. after she talk for some time with another girl I decide it be not she in fact that someone mime she which it be when I finally look. I be to a at the time.,5
when my roommate and I she dinner together we decide as to who would clean the bowl. one day when I school back from come I find that have have not clean up. since I have to cook dinner I clean they myself and feel unhappy and disgusted.,1
when my roommate and scavenge I have dinner accept together we decide as to who would clean the bowl. one day when I come back from school I find that she have not clean up. since I have to cook dinner I clean they myself and feel unhappy and disgusted.,1
when my roommate and I have dinner together decide as to who would bowl. day when I come back from school I find that she have not clean up. since I have to cook dinner I clean they myself and feel unhappy and disgusted.,1
when my roommate and ane have dinner together we decide as to who would neat the bowl. one day when I come back from school I find that she have not cleanse up. since I have to cook dinner I clean they myself and feel unhappy and sicken.,1
not be able to do swell to be choose for the english lecture.,5
be able to do well to be choose for the english lecture.,5
not be able to do suffice well to be choose for the english lecture.,5
lecture be able to do well to be choose for the english not.,5
a female classmate be always late for meeting which be for the homework and not social gathering. we be very busy and the deadline be close but we have to waste half an hour or an hour wait for she as we exist could do nothing else embody then.,0
a female classmate be always late meeting be for the homework and gathering. we be very busy and the deadline be close but we have to waste half an hour or an hour wait for she as we could do nothing else then.,0
a female classmate an always late for meeting which be for the homework and not social gathering. we be very busy and the deadline be close but we have to waste half an hour or be hour wait for she as nothing could do we else then.,0
a female classmate be always late for assemble which be for the homework and not social gathering. we be very busy and the deadline be conclusion but we have to waste half an hr or an hour wait for she as we could do zippo else then.,0
when someone make advance that single do not want.,1
when elevate someone make advance that one do not want.,1
someone when make advance that one do not want.,1
when make advance that one do not want.,1
I be happpy when I father good result in the field of academic or athletic.,3
be happpy when I get good result in the field of academic or athletic.,3
I get happpy when I be good result in the field of academic or athletic.,3
I ace be happpy when I get good result in the field of academic or athletic.,3
be who you?,6
who be you?,6
who be?,6
WHO who be you?,6
when I render birth to my son and see that he be alive and that I have manage it well. he be stomach a month too early with a malfunctioning lung. this materialise a year ago.,3
when I give birth to my son and see that he be alive and have it well. he be bear a month too early with a malfunctioning lung. this happen a year ago.,3
when I give founder birth to my son and see that he be alive and that consume I have manage it well. he be bear a month too early with a malfunctioning lung. this happen a year ago.,3
when I give birth to and son my see that he be alive and that I have bear it well. he be manage a month too early with a malfunctioning lung. this happen a year ago.,3
a child step on a rusty nail be tell that I might get tetanus.,2
as a child step on a rusty nail be tell that I might get tetanus.,2
as a child step on a rust nail be tell that I might get tetanus.,2
as a child step on footprint a rusty nail be tell that I might get tetanus.,2
when I dream that my family be in daydream trouble and be face many difficulty.,2
when I ambition that my family be in trouble and be face many difficulty.,2
I dream that my family be in trouble and be face many difficulty.,2
many I dream that my family be in trouble and be face when difficulty.,2
when my aunt tell I angrily that I be a good for nothing and behaviour be feed up with my she.,0
my aunt tell I angrily that I be good for nothing and she be feed up with my behaviour.,0
when my aunt tell I distinguish angrily that I be a good for nothing and she be feed up with my behaviour.,0
when my aunt assure I angrily that I be a good for cipher and she be feed up with my behaviour.,0
fear a of lack of personal power.,2
a fear of veneration lack of personal power.,2
a fear of lack of personal index.,2
fear of lack of personal power.,2
the moment when I hear the result of examination and it prove that I succeed the second year of my study.,3
at the moment when iodine hear the result of an examination and it prove that I succeed the secondly year of my study.,3
at the moment when I hear the class result of an examination and it prove that I succeed the second year of my study.,3
at the moment when I hear the result of an examination and it prove the I succeed that second year of my study.,3
when work in a chemical laundry I regard rat and maggot in the washing.,1
work when in a chemical laundry I see rat and maggot in the washing.,1
when work in a chemical ace laundry I see rat and maggot in the washing.,1
when in a chemical laundry I see rat and maggot in the washing.,1
what do you beggarly this might be your only chance?,6
what you mean this might be your only chance?,6
do what you mean this might be your only chance?,6
what mingy do you mean this might be your only chance?,6
really? land they love he down on six.,6
really? they love he down six on.,6
? they love he down on six.,6
really? they eff he down on six.,6
receive inwards personal criticism early in the morning.,0
receive personal criticism early in the dawn.,0
personal receive criticism early in the morning.,0
personal criticism early in the morning.,0
No no kiddin' hmm.,6
no kiddin'.,6
kiddin' no hmm.,6
no kiddin' hmm.,6
gepeto dollar? be you insane?,6
be gepeto dollar? ahh you insane?,6
ahh gepeto dollar? be you insane?,6
ahh gepeto clam? be you insane?,6
no?,6
No no?,6
um oh the zoo commercial.,4
commercial um oh the zoo okay.,4
okay um Ohio the zoo commercial.,4
okay um oh the zoo menagerie commercial.,4
a group of youngster dress in fad on a bus. they also insult the pedestrian on the road and be impolite to the passenger of the bus.,1
a group of youngster dress in fad talk foul language on revolting a bus. they also insult the pedestrian on the road and be clog impolite to the passenger of the bus.,1
a group of child attire in fad talk foul language on a bus. they also insult the pedestrian on the road and be impolite to the passenger of the double-decker.,1
a group passenger youngster dress in fad talk foul language on a bus. they also insult the pedestrian of the road and be impolite to the of on the bus.,1
I want to take something from under my bed. while do this I feel a dead bird lay under below my bed.,1
I want to take something from under my bed. while do this I feel bed dead bird lay under my a.,1
I want to guide something from under my bed. while do this I feel a dead bird lay under my seam.,1
want to take something from under my bed. do this I feel a dead bird lay under my bed.,1
I be angry with a individual who behave terribly at a ball offend her relative.,0
be angry with a person who behave terribly at a ball offend her relative.,0
I be angry with a person who behave terribly at a WHO ball offend her relative.,0
I person angry with a be who behave terribly at a ball offend her relative.,0
you be tike right?,6
be kid right?,6
you be kid rightfield right?,6
you kid be right?,6
sept member survive an operation.,3
operation member survive an family.,3
member survive an operation.,3
family member survive an functioning operation.,3
why be you move taboo out?,6
why be you strike out?,6
out be you move why?,6
be you move out?,6
  be joyfull to be alive every night.,3
  I to joyfull be be alive every night.,3
  ace be joyfull to be alive every night.,3
  I cost be joyfull to be alive every night.,3
you be you.,4
be you you.,4
you be.,4
the routine of brutal violence in generally disgust I. fight phisical aggrssion etc.,1
act of brutal violence in generally disgust I. fight phisical aggrssion etc.,1
etc act of brutal violence in generally disgust I. fight phisical aggrssion the.,1
the act of brutal violence roughshod in generally disgust I. fight phisical aggrssion etc.,1
I have to come back from my village last christmas.,5
when come have to I back from my village last christmas.,5
when I have to come possess back from my village last christmas.,5
when I have to derive back from my village last christmas.,5
railway bye good station.,5
station good bye.,5
railway railroad station good bye.,5
railway station good goodby.,5
I come back from my holiday.,5
when I iodine come back from my holiday.,5
when I come binding from my holiday.,5
I when come back from my holiday.,5
I share my small flat with my friend. on her birthday we could not see each other until evening because we have to stay at the university all ending day. in the evening I leave a lecture before provide it finish to be able to buy flower for she. when I be at home she call I quell to tell I that she would stay the night with her boyfriend.,0
I contribution my small insipid with my friend. on her birthday we could not interpret each other until evening because we have to stoppage at the university all day. in the evening I leave a remonstrate before it finale to be able to buy flower for she. when I be at home she call I to tell I that she would stay the night with her boyfriend.,0
I my small with my. on her birthday could see each other until evening because we have to stay at the university all day. in the evening I leave a lecture before it finish to be able to buy flower for she. when I be at home she call I to I that she would stay the night with her boyfriend.,0
I share my small flat with my to. night her birthday we the not see each other until evening because we have to stay at the university all day. in the evening I leave a lecture before it finish to be able to buy flower for she. when I be at home she call I friend tell I that she would stay could on with her boyfriend.,0
when I read after the ecography that my mother be expect a baby girl. that be what I want.,3
when I learn after the ecography that that mother be expect a baby girl. my be what I want.,3
when I learn after the later ecography that my mother be expect a baby girl. that be what I want.,3
I learn after the ecography that my mother be expect a baby girl. that be what I want.,3
whoa whoa whoa whoa whoa! so I walk in the door and make the proper,6
whoa whoa whoa whoa whoa! so I walk in the door and make the right,6
whoa whoa whoa whoa whoa! so I walk in soh the door and make the right,6
whoa whoa whoa whoa! so I walk in the door and make the right,6
on my Thursday birthday I run the drive test. I be glad because I have have to study very much because I have be golden and because as a proof that it be really difficult not everybody have hand the test.,3
on my th trial birthday I pass the drive test. I be glad because I have have non to study very much because I have be lucky and because as a proof that it be really difficult not everybody have pass the test.,3
on pass th birthday I my the drive test. I much glad because I have have to study very be because I have be lucky and because as a proof that it be really difficult not everybody have pass the test.,3
on my th birthday I pass drive. I be glad because I to study very much because I have be lucky and because as a proof that it be really difficult not everybody have pass the test.,3
therefore so?,4
so?,4
  I do not recall one unrivaled here either.,2
  iodine do not recall one here either.,2
  do not recall one here either.,2
  I do not recall one either here.,2
I be anger by a classmate who pour soup on to my clothe. swarm he be try to use a short cut method in get his supper. come behind my back he be not notice by I and as I be retreat from a hungry angstrom congest people I knock his plate with my head. he admit do not accept be wrong but blame I for pour his soup.,0
I be ire by a classmate who pour soup on to my clothe. he be try to enjoyment a short cut method in catch his supper. do behind my back he be not notice by I and as I be retreat from a hungry congest people I pink his plate with my head. he do not accept be wrong but blame 1 for pour his soup.,0
I be anger by a classmate who pour short on to my clothe. he be try to use a soup cut method in get his supper. my behind my back he be not notice by I and as I be retreat from a hungry congest people I knock his plate with come head. he do not accept but wrong be blame I for pour his soup.,0
I be anger by a classmate who pour soup on to my clothe. be try to a short cut method in get his supper. come behind back he be not notice by I and as I be retreat from a hungry congest people knock his plate with head. he do not accept be wrong but blame I pour his soup.,0
that oh be all right. I be still full from your homemade potato chip.,4
oh be all right. I be still full from your homemade potato chip.,4
oh that be all right. I be still full from your Be homemade potato chip.,4
oh that be all right. I be still full from your homemade potato check.,4
to someone I dislike.,1
disfavor talk to someone I dislike.,1
to talk someone I dislike.,1
talk to someone single dislike.,1
why do not you just let I worry make the trifle and you just worry about eat it alright?,4
so why do not you just let I worry about make the trifle and alright just worry about eat it you?,4
so why do not you just let I worry about make the trifle and you just worry about eat it get alright?,4
so why do not you just let ace worry about make the technicality and you just worry about eat it alright?,4
stephanopoulos! do you say'g.wait?',6
wait! do you say'g.hold stephanopoulos?',6
look! do you say'g.stephanopoulos?',6
! do you say'g.stephanopoulos?',6
guy be mess with I right?,6
you guy be mickle with I right?,6
you guy be mess with I good right?,6
you guy be mess with right I?,6
one evening a IT friend of mine be tell a fearful story nobody take it seriously but I get frightened.,2
one evening a friend of mine be it a fearful story nobody take tell seriously but I get frightened.,2
one evening a friend of mine be tell a fearful story nobody take it seriously but I dumbfound frightened.,2
one evening a of mine be tell a fearful story nobody take it seriously but I get frightened.,2
when 1 hear that I have legislate my end of first year exam and I be ready to enter nd year because one feel I have fail as they be very hard.,3
when I hear that I have pass of first year exam and I be ready enter nd year because I feel I have fail as they be very hard.,3
when I hear that I have pass neodymium my end of exist first year exam and I be ready to enter nd year because I feel I have fail as they be very hard.,3
when first hear that I have pass my end of I year exam and I be ready to enter nd year because I feel I have fail as they be very hard.,3
when single be select to the university of zambia.,3
I be select to the university of zambia.,3
when I be select to live the university of zambia.,3
when to be select I the university of zambia.,3
  one can not recall I.,3
  can not recall one.,3
  I can not recall unrivaled one.,3
  iodine can not recall one.,3
when I take a look into a slaughter house and when involve listen to story about torture people or animal.,1
when I carry a look into a slaughter house and when listen to story about torture people or animal.,1
when I take a look into a about house and when listen to story slaughter torture people or animal.,1
I take a look into a slaughter house and when listen to story about torture people or animal.,1
whoa wait a wait pheebs second! do not you wanna stay here and talk about it?,6
wait pheebs wait a second! do not you wanna stay here and talk about it?,6
whoa wait pheebs waitress a second! do not you wanna stay here and talk about it?,6
whoa wait pheebs wait a second! do not you wanna stay here Here and talk about it?,6
do not know what be the name I just say?,4
I what not know do be the name I just say?,4
I i do not know what be the name I just say?,4
I do not recognise what be the name I just say?,4
emotion this happen when I pass my primary school examination and be select for secondary school.,3
this emotion happen I pass my primary school examination and be select for secondary school.,3
this emotion happen when I pass my comprise primary school examination and be select for secondary school.,3
this emotion happen when I pass my chief school examination and be select for secondary school.,3
here okay be your penis!,6
here be your penis!,6
okay here be your phallus!,6
okay here be your Here penis!,6
several daytime after my final test at school I be sit in an airplane on my way to greece. I enjoy that moment very much.,3
several day after my final examination at school I be sit in an airplane on my way to greece. afterward I enjoy that moment very much.,3
several day after my final examination at school be sit in an airplane on my way to greece. I enjoy that moment much.,3
several day airplane my final examination at school I be sit in an after on my way to greece. I enjoy that moment very much.,3
maybe.,4
maybe yeah.,4
yeah peradventure.,4
yeah yea maybe.,4
when I read about most think power environmental pollution the armor race starvation etc. then one realize that mankind be bad or important be about and money at the cost of nature and mankind.,1
when ace read about or suppose about environmental pollution the armor race starvation etc. then one realize that mankind be bad most important be index and money at the cost of nature and mankind.,1
when I read about or think about environmental pollution the virtually armor race starvation etc. then one realize that mankind be bad most important be power and money at the cost of nature and armour mankind.,1
when I read about or think about environmental pollution the armor race starvation etc. realize mankind be bad most important be power and money at the cost of nature and mankind.,1
we really go to do this huh?,6
we be really X to do this huh?,6
we this really go to do be huh?,6
we spell be really go to do this huh?,6
I be tell by a assure good friend that we could not be friend any more because of his relationship with another girl.,5
be tell by a good friend that we not be friend any more because of his relationship with another girl.,5
I be state by a good friend that we could not be friend any more because of his relationship with another daughter.,5
I be tell by a good friend that we could not be friend any another because of his relationship with more girl.,5
so intend do you think that these picture be be they try to tell a story?,4
so do you think that these picture be be they try to tell a tarradiddle?,4
so you think that these picture be be they try to tell a story?,4
do so you think that these picture be be they try to tell a story?,4
some friend and I be cross street one of my friend be a car and throw aside. I have see the car come in our direction but I do not have enough time to react and prevent the accident.,2
some friend and I be cross a street when one of my friend be seize by a car and throw see. I have aside the car come in our direction but I do not have and time to react enough prevent the accident.,2
some Friend and I be fussy a street when one of my friend be seize by a car and thrust aside. I have consider the car come in our direction but I do not have enough time to react and prevent the accident.,2
