Texto,Emoción
"Hey, no, give me that back.",angry
-- No. I'm not waiting...I'm not coming back again. I don't have time to come back five days.,angry
Yes I will. I'll have this [GARBAGE],angry
Fine. Call your supervisor. Ask supervisor over,angry
No. I'm not going anywhere. I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,angry
Okay. I'm going to call security. Security!,angry
"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No. Get out.",angry
I did finish one. Take it.,angry
What is wrong with you?,angry
Hey sweetie.,sad
Hey.,sad
Um.,happy
"Uh, -Um",sad
Why the sad face?,happy
they need me out there sooner than I thought,sad
Where? Who? What are you talking about?,surprise
They want to deploy me next week.,sad
Next week?,surprise
For--,sad
They said anywhere from two to three years.,sad
No.,sad
Do this whole thing by myself?,sad
Honey you're not going to be by yourself--,sad
"We'll have internet set up, we'll get web cameras and everything. My whole family's here too.",neutral
Carry her for nine months and then yes.,sad
It's not the same thing. It's not like having you here.,sad
I can't do this.,sad
"You can do it. Alright? You can, you can be strong, you can be strong for both of us alright?",neutral
I'm sick of being strong-- --for us.,sad
I don't know what to do.,sad
You know I can't say no.,sad
"and watch our child grow, see her take her first steps, her first words.",sad
Honey after a year I can be back.,sad
You said two years.,sad
They want me there two years but I could probably get,sad
maybe get some vacation-- --once it quiets down there.,sad
A whole year? --We're not talking about like a couple months here. I mean this is a whole year.,sad
I know. I know. But they really need some good guys there.,sad
What could happen in a year?,sad
And this isn't the first time you know? I mean you always...sending you off to different places and...,sad
Well that's the kind of work I'm in honey.,sad
I don't know if that's how I want to live my life.,sad
It's just going to be--it's going to go faster than you think.,sad
"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",sad
far away and he won't be here.,sad
You tell her-- [BREATHING],sad
I'm done. I can't honey.,sad
What do you mean?,sad
It's over.,sad
What?,surprise
Honey I can't do it anymore.,sad
Are you kidding me? No.,surprise
I need you here. Anna needs you.,sad
yeah.,sad
Shut up. Oh my God. Really? Just like that? You just asked the question and what...how did you ask?,surprise
Sara and I--,happy
She actually asked if it was real? I would've probably asked the same thing considering you were in Chuck E. Cheese.,happy
She wanted...she always wants something spontaneous.,happy
"Yeah. That's, you know, okay.",neutral
"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",happy
"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor. I mean your dad makes... okey",happy
So Okay then and.,happy
"I got all the character animals to do a conga line,",happy
"dim down the lights and uh, I got on one of the tables pulled her up.",happy
You had the mouse?,happy
Isn't it a rat? It's a rat. Chuck E. Cheese?,neutral
Yeah.,happy
"Chucky...I don't know. I don't know. Anyways, I pull her up and I go, I go Sarah",happy
"You're my guiding light, then they put on that song the I've had the time of my life, that song.",happy
"Okay, that is really cheesy Joe.",happy
Oh that's kind of sweet.,happy
She said sure?,happy
Sure? Who says sure? You say yes...I don't like--,happy
How long have you guys been going out?,happy
About two and a half weeks.,neutral
What?,surprise
Two and ... We love each other. Yeah.,happy
What?,surprise
Okay. I haven't seen you in about two and a half years and I come back and you're getting engaged to somebody you only knew for,surprise
"You got to meet her, she's wonderful.",happy
She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great. She has so much life and energy and stuff.,happy
She must be hot.,happy
"Yeah, she is good-looking.",happy
I'm twenty eight years old.,neutral
You still act like a boy. And men take a lot longer to grow----I will tell you.,neutral
I'm still working at my parents' restaurant. Busing tables.,neutral
Oh that's great. My mom said we can move in with her again if we run out of money.,happy
I'm just so tired all the time.,sad
"Well have you been trying to get a job, look for a job or...?",neutral
Well what are you looking for? I mean--,neutral
"Well, okay. Well that's--",neutral
Cause I went to Harvard.,angry
"Well, that's what? For what job? Who...what jobs are you looking for?",surprise
Yeah.,sad
Yeah.,sad
I'm smarter than half the people I work for.,angry
Oh yeah? What kind of jobs they got?,neutral
I am...just like a law clerk.,neutral
I don't want to be a law clerk.,disgust
"Well, I'm moving up. I mean it could be...",neutral
Yeah. It's alright. But--,neutral
No.,sad
"Well... If you need something, I mean, you're just going to---can get a temporary thing right now and then look for something--",neutral
"-it's going to get better I promise you. You just got to hang in there. Everyone, I mean, you know?",neutral
Maybe I'll just kill myself.,sad
What? You can't...what? Now come on. Stop it. Don't be talking like that.,surprise
I was just joking...,sad
You got to be positive man. You got to try to just--,neutral
But you got to be real about it. You have to...,neutral
Sixteen hundred.,neutral
Same difference.,neutral
Twenty-one hundred?,neutral
"Like, wow you're really smart we're going to give you an extra [GARBAGE].",happy
Can I help you sir?,neutral
Yes you can help me. Where is my luggage?,angry
"Well, let me just check on that for you. Where are you coming--?",neutral
Yeah. You do that. I'm coming from Baltimore. You know where that is?,angry
"Sir, yes it's in Maryland. It's okay...well, I'm...just let me check here.",neutral
I had eight hundred pounds of luggage.,angry
Okay. Check.,angry
Is it there?,angry
Yes.,angry
Okay and this is direct flight?,neutral
You don't know where we're at?,angry
God.,angry
You're at me and I'm going to try to help you out sir but you just have to cooperate with me--,neutral
Okay. What do you want?,angry
How many pieces of luggage do you have checked in?,neutral
Eight. And they're all gone.,angry
Eight pieces of luggage. Okay.,neutral
And what are you going to do about it? You going to call someone? You going to send me somewhere else?,angry
It's my mother's funeral tomorrow and the urn is in the suitcase.,angry
I'm sorry sir.,neutral
Yeah.,angry
I'm very sorry but let's check on this immediately. This is definitely an emergency. It seems--,neutral
"Oh, oh, that's a good deduction.",angry
Yes--it is,neutral
"Sherlock Holmes. God, where's my luggage?",angry
Calm down? It's my mother's funeral tomorrow. I'm the one responsible for this.,angry
"Okay. We will find your luggage. Apparently because it somehow...what flight you were taking, you were on Delta?",neutral
What is the matter with you?,angry
"Sir, I just...you need to calm down is what needs to happen right now.",angry
Don't yell at me.,angry
Oh my God. I think a blood vessel burst in my head.,angry
"Please, please",neutral
What?,angry
Okay. We can get it here in about seven to ten business days.,neutral
What? Are you kidding me?,angry
"Yes. Well, because--",neutral
Give- Give me your manager right now.,angry
I am the manager sir.,neutral
"You're the manager? You don't know where you work for, you don't know where you're at and you're the manager?",angry
Whose daughter are you?,angry
Sir. Sir. Sir. Sir,angry
What is your name?,angry
My name is Brent Caption.,angry
Can I help you sir?,neutral
Okay. Well let's...well I'm going to go ahead and check on that for you. You're coming from...where are you coming from?,neutral
Baltimore and this is a direct flight to LAX,neutral
Okay. Let's look up here,neutral
Okay. Well you um-...,neutral
"What I can do for you is uh we can uh report lost, lost property.",neutral
Yes.,neutral
"Well sir, if if...what I believe has happened is most of the flight was left--",neutral
the luggage was left in Baltimore. Therefore--,neutral
Most of the...,angry
"Like the luggage, the luggage on the flight.",neutral
No actually it was...this is the first time this has ever happened. I don't know what happened--,neutral
"Well, we can give you um- hotel lodging for a night if that--",neutral
I'm going to San Diego tomorrow to stay with my family. What do I need hotel lodging for hmmm? Can you tell me that?,angry
For tonight- For tonight sir. Would you need to stay somewhere tonight?,neutral
We can do Holiday Inn or...?,neutral
Wow. Thank you. Holiday Inn. Wow. Thank...the flight cost five hundred dollars.,angry
Sir I understand that but just--,neutral
"Okay, so you can put me in Holiday Inn for twenty dollar a night?",angry
Did you have your name tags on the luggage?,neutral
Of course I had my name tags on the luggage.,angry
"Okay. So if you can just give me your name, your name and your address and your phone number I can contact you as soon as we find out more information.",neutral
Soon as you...that's not good enough okay?,angry
What is your business?,neutral
I work for IBM.,neutral
"Okay. Sir? I am sorry to tell you this but this does happen. Uh- This is not uh- really,",neutral
"I mean, our airline's fault. I don't know what happened, misplaced, something happened but we will get you--",neutral
"You misplace a lot of, eight pieces of luggage.",angry
"Well, the entire flight, sir, the luggage was placed on another plane that never actually left Baltimore.",neutral
Uh no I'm not.,neutral
Are you kidding me?,angry
Who are you going to fire because of that?,angry
"Well we have some people back there that need some firing so, but I would just really appreciate--",neutral
"Wow. This has never happened before. I've not lost,",angry
in all thousand flights I've been on probably I can't even count how many flights I've been on. This has never happened before.,angry
This is the worst customer service I've ever gotten before.,angry
Okay. Get on the phone and figure out where my luggage is and tell me when it's going to get there alright?,angry
"And and, in about...",angry
Can you get it to the San Diego airport? You get someone to drive it to my place alright? Then I get a refund for some...I get a free flight alright? I get free whatever.,angry
"Yes sir, Yes.",neutral
We can have them direct your luggage to San Diego.,neutral
Uh--,neutral
Some refreshments in the lobby?,neutral
Some peanuts? Wow. That helps a lot.,angry
"Thanks you, thank you I don't have my luggage so you gave me a Holiday Inn stay and peanuts. Wow. You know what?",angry
I will never do business with Delta again.,angry
How's it going? How are you feeling?,sad
I ah--,sad
alright.,sad
Hanging in there?,sad
Yeah.,sad
So sad.,sad
It just feels like I was talking to him yesterday.,sad
Yeah.,sad
You guys were real close huh?,sad
He was my only friend growing up.,sad
no one else would talk to me but he would.,sad
He was supposed to be the best man at my wedding.,sad
I'm so sorry.,sad
Yeah.,sad
You know I was always the one to tell him to be more wild you know?,sad
And he just took it overboard.,sad
What happened? What went wrong?,sad
You know a stupid case of drunk driving it's just...,sad
"and the worst part of it is that he was in the car with his girlfriend,",sad
his girlfriend got killed too.,sad
Oh man.,sad
And the car that he hit was his family.,sad
How are they?,sad
The mother and father died--,sad
and the kids are paralyzed in a coma right now.,sad
and just going to the funeral it's-,sad
"-do I miss him or do I hate him, you know?",sad
Yeah. Like I mean if you need anyone to talk to or anything I'm here for you okay?,sad
We're all here for you.,sad
I was supposed to see him last summer,sad
then I got busy with work and stuff and three years go by,sad
and then something like this happens you know?,sad
I mean I haven't even talked to him on the phone for the past three months.,sad
He's supposed to be my best friend.,sad
I know.,sad
just things happen in life and you just...there's just no explanation you know? We just don't...,sad
It's so fucked up.,sad
Yeah.,sad
I'm so sorry.,sad
Why is that?,sad
He was studying to be a doctor.,sad
"I mean he was...he wanted to help people in poor countries, that is his goal. He didn't care about the money. He just wanted to go and help people.",sad
What the...what am I doing?,sad
Working for corporate America? Wow.,sad
He actually wanted to do something.,sad
"Well now you can follow his footsteps, you know? Carry out what he wanted to do.",sad
I can't do that.,sad
Well sure you could.,sad
You should've met him.,sad
He is the greatest...everyone liked him.,sad
Yeah.,sad
I would've loved to.,sad
Now I can't.,sad
Hey. How's it going? I haven't seen you in awhile.,happy
What's going on Joe?,happy
No way. Are you serious? Oh my God. Congratulations. I'm so excited.,surprise
No. You didn't get into production. There's no way.,surprise
I know. Oh my God. Oh my God Joe I am so happy for you. Well you know what that means?,surprise
What does that mean?,neutral
Yeah. Hopefully it won't be like high school.,happy
Oh man.,happy
Yeah. This is so crazy. I mean I didn't get into any other school but I got into the school I wanted.,happy
Did you say yes yet? I mean have you sent in your answer?,happy
All right.,happy
"This is so great, you know, because I gone fit on downtown so I'm going to be like right here. I think I'm going to be living at City Lights downtown.",happy
"Yeah, it really is.",happy
"Well, I'm happy for you but I'm happy for me cause that means you're going to stay.",happy
Mmmm some miso soup.,happy
"It took them, oh man, it took them like, I mean what it's like April now and any letters that come in April are usually the rejection letters so I was just like...",happy
Oh my God. I am so proud of you.,neutral
Hello. This is Viacom Services. How can I help you?,neutral
"I'm sorry ma'am, what can I help you with?",neutral
Okay. Can you give me the last four digits of your social security number so I can verify who I'm speaking with?,neutral
two two six six.,neutral
Okay. And your name is?,neutral
Olivia. Um. Okay. So how long has this problem been?,neutral
So what exactly is the problem?,neutral
Um- I think part of it has to do with the network being down. It's been having some trouble the last few weeks--,neutral
I understand--we're not-,neutral
No. Okay. We're not charging you for any of these months. We're going to give you three months free.,neutral
We can give you a new phone--,neutral
We can do that. We can do that. You just have to sign a one-year contract though with the--,neutral
"You sign the contract and then down the line the phone doesn't work and you're stuck, you can't go to a new...no. No contracts for me. You give me a new phone.",angry
I want to talk to a supervisor,angry
I would like to talk to your supervisor. Obviously you're incompetent and don't understand what I'm asking.,angry
"Um- Let me connect you to my supervisor. Actually, he's out right now so I'm supervisor until he comes back. Um-",neutral
"So you could----speak with me some more, you could call back later on maybe.",neutral
"Mmm hmmm. Mmm hmmm. The power outages, everything, hurricane Katrina. Everything's really messed up.",neutral
This is ridiculous.Well what are we supposed to do? We starve then because I can't use my phone cause,angry
"I am a realtor and this is my business. People are calling me all the time but you know, and I don't have a land line. I can't afford to have a land line",angry
don't you-,neutral
I'm really sorry ma'am. There's not----a lot we can do for it.,neutral
That you better be sorry.,angry
"What I can do for you, if you want to make a call right now I could contact you through our computer. I can call through my phone and you can speak through me.",neutral
I'm sorry it has to do with an electrical power outage and stuff--,neutral
"Well, okay I'm going to give you a free phone card that you can use at any payphone and that's on us. Okay?",neutral
"I'm, I'm sorry you chose to live there um--",neutral
Well I'm sure maybe there's a phone at work you could use.,neutral
All right um--,neutral
My name is Sara.,neutral
Sara Brown.,neutral
"You know maam, we record this conversation so anything you say can be proven in a law of court so keep that in mind.",neutral
Hello?,neutral
I'm sorry ma'am. What's the nature of your problem? But first can I get you to tell me your first and last name?,neutral
I know I just need to verify every time. I'm sorry.,neutral
Alright Ms. Brown what's the nature of your problem?,neutral
Oh. I'm sorry. Um- Did you drop it in water?,neutral
"Yeah, yeah, yeah you better be sorry.",angry
No I did not drop my phone in water. I'm not five years old and just dropped my phone anywhere I see it. Okay this is my business.,angry
"Um- well it's probably easy. Can you any more symptoms either you're not receiving calls----ok, you're not receiving calls, not getting calls.",neutral
Is the phone turned on?,neutral
"Well, um- okay. Your sim card is in- didn't fall out-",neutral
Alright. Um- Well that could be the problem. cause--,neutral
you might have an older phone where we would use sim cards but probably not.,neutral
Okay. How about this we'll send you a brand new camera phone with palm pilot-- and-,neutral
"So we'll send it- And we'll give you, how about a free year's service?",neutral
Tell them my name. My name is Brent Backersen.,neutral
Okay. Tell them my - my ID number is two one three five.,neutral
"Tell them that. You can go in, get a brand new phone, they'll hook you up with service even give you a free three months--",neutral
It will be free. No contract okay?,neutral
"Go in there, yeah, go in there. Tell them Brent Backersen sent you.",neutral
"the top of the line camera phone, game boy, anything you want. For free. And palm pilot.",neutral
They might only have orange.,neutral
"Okay. They can figure out pink for you. So go in there and just tell them that and they'll hook you up with other goodies, stuff like that free service, no contract, no nothing. Just for being a good customer",neutral
and battling through with us.,neutral
"Alright. Well- I guess - I guess that's okay but,",neutral
Yes. You just tell them Brent Backersen sent you.,neutral
Okay.,neutral
Alright? Great. Have a nice evening.,neutral
Alright Thanks.,neutral
What's he going to say? Maybe we ought to talk to him before he sees it.,neutral
He saw it.,sad
"What do you mean. He couldn't have seen it. I was the first one up, he was still in bed.",surprise
He was out there when it happened.,sad
When?,surprise
About four in the morning. I heard a crack and I looked out and he was standing right there when it happened.,sad
I don't know. But after it cracked he ran back into the house and he cried in the kitchen.,sad
Did you talk to him?,sad
No. I figured the best thing to do was leave him alone.,sad
He cried hard?,sad
I could hear it right through the floor.,sad
I guess he is.,sad
"He's getting just like he did after he died, you know? What, what, what's the meaning of this?",sad
"I don't know. But I know one thing mom, we made a terrible mistake with dad.",sad
You know that Larry's not coming back and I know that too. Why we both go on letting him think that we both believe with him.,angry
"Why shouldn't he walk around and dream at him at night. Walk around. Why shouldn't he walk around? Why shouldn't he dream of him, walk around at night waiting for him? Do we contradict him? Do we say flat out that we don't have anymore hope?",angry
That we haven't had any hope for years now?,angry
No. It's his god damned newspapers is what it is. Now every month there's a new boy comes home and Larry's going to be the next one.,angry
"You know why I asked Annie here, right?",neutral
Why?,angry
I want to ask her to marry me.,neutral
"Well what do you want me to do? I mean, you're old enough to know your own mind.",angry
Okay. So then it's alright. I'll go ahead with it.,neutral
"Well, I mean, you got to make sure your dad's not going--",neutral
Oh see then it's just not my business. God you infuriate me sometimes. Isn't my business too if dad throws a fit? Huh? God you have such a talent for ignoring things.,angry
Well to hell with that.,angry
Did you ask Annie yet?,neutral
I wanted to get this settled first.,neutral
Then I guess that's the end of it.,neutral
But from her letters I think she's forgotten him. I'll find out.,sad
"And then we'll thrash it out with dad right? Mom, don't avoid me.",neutral
"Look, you never had seen many, many women. You know? I mean...",neutral
I've given it three years of thought and I thought that if I waited then dad would forget about Larry and then we could have a regular wedding and everything happy.,sad
But if I can't have that here I'll get out.,neutral
I'll get out. I'll marry her somewhere else. Maybe New York.,neutral
I've been a good son too long. A good sucker and I'm through with it.,angry
You're just going to leave the business? You have a business here. You can't do that.,angry
The business doesn't inspire me.,angry
Yes. I like it an hour out of the day. If I have to grub for money all day long at least at evening I want it beautiful. I want a family. I want a wife. I want some kids. I want to build something I can give myself to.,angry
Tell me something. You can leave this business?,sad
Yes. On this I would.,neutral
"I mean what the hell have we worked for then? I mean, it's all for you Chris. The whole shooting match is for you.",angry
I know. Just you help me stay here.,sad
I am thinking like that.,sad
I don't understand you do I?,sad
No you don't. I'm a pretty tough guy.,sad
Yeah. I can see that.,sad
Why did he invite her here?,angry
Well she's been away for three and a half years in New York and suddenly she just shows up.,angry
"Well maybe, maybe he just wanted to see her.",neutral
Who said he even thought about that?,neutral
"Well, so what?",neutral
No. She's not his girl Joe and she knows that.,angry
How do you know why she's waited? Hmmm?,neutral
"I mean, her faith is stronger than a rock.",angry
"My worst times I think about her, you know, and I",sad
it's like I know as long as she's waiting I'm right again.,sad
"No. Nobody in my house better dare and challenge her faith. You know and maybe strangers but not his father, not his brother.",angry
"Laugh, laugh at me but I will. Because you know what happened when she came here? When she came back she slept in his room, the memorial broke into pieces. Joe, look. Look at it. You got to believe with me.",angry
"Look, it was just last week that Detroit, some boy came back he had been away longer than Larry, you can read it for yourself. You above all people have got to believe.",sad
"Alright, alright, calm yourself okay? Calm yourself. Wait, wait. What do you mean, me above all?",angry
"Wait, what does that mean? Me above all?",angry
"Look at you, you're shaking.",angry
I can't help it.,sad
What do I got to hide? Huh? What the hell's the matter with you Kate?,angry
You're not sorry you came?,neutral
No. I'm not sorry. But I'm not going to stay.,sad
Why?,surprise
"Look,",sad
"you saw the way that she acted and then well, I mean, you, you were acting kind of...",sad
What?,neutral
"Well, I don't know, embarrassed of her since I came.",sad
"I mean, that's the reason why I asked you here.",happy
"Well,",happy
I love you.,happy
I guess that's why I came.,happy
"Look, I've been ready for a long, long time now.",happy
"Look, I almost got married two years ago.",happy
You started to write me.,happy
You felt something that far back.,happy
Every day since.,happy
"I was waiting for you Chris, I mean, till then you never wrote and then when you did what did you say?",happy
You'd always be so ambiguous.,happy
"Give me a kiss Ann, just give me...",happy
I'll never forgive you for that.,happy
"I mean, Why did you wait all these years? There I was sitting around and wondering if I was crazy for thinking about you.",happy
We're going to live now. I'm going to make you so happy.,happy
Not like that you're not.,happy
"Nothing. Hey, let's drive somewhere. I want to be alone with you.",sad
You remember overseas I was in command of a company?,sad
Well I lost them.,sad
How many?,sad
Just about all.,sad
Geez.,sad
Takes a little while to toss that off cause they weren't just men.,sad
"For instance, one time this...it had been raining several days and this one kid, he came up to me, he gave me his last pair of dry socks, put them in my pocket.",sad
"That's just a little thing but that's the kind of guys I had. They didn't just die, they killed themselves for each other and I mean that exactly.",sad
A little more selfish and they'd still be here today. And I got this idea watching them go down. See everything was being destroyed but there was one new thing that was being created.,sad
"It was a kind of responsibility, man for man. You understand me?",sad
And to show that and to bring that onto the earth again like some sort of monument standing right behind all of us and we could feel it and it would make a difference to him.,sad
And then I came here and it was incredible. There was no meaning in it here. The whole thing to them was a kind of bus accident.,sad
"And I went to work with dad and that rat race again and I felt what you said, ashamed. Somehow because nobody was changed at all.",sad
"It seemed to make a sucker out of a lot of guys. I felt wrong to be alive. I felt wrong to have that new checkbook,",sad
"open that new bank account, drive the new car and see the new refrigerator",sad
"cause you can take those things out of the war. But you got to know, when you drive that car that it came out of the love that a man can have for a man and you got to be a little bit better because of that.",sad
Otherwise what you have is loot and there's blood on it.,sad
And I didn't want to take any of it and I guess that included you.,sad
And you still feel that way?,sad
"that includes me too, I mean and the money, you have right to that money. Your father put planes up in the air, good planes and he deserves it, you should be proud of that. A man should be paid for that.",sad
Annie I'm going to make a fortune for you.,happy
What am I going to do with a fortune?,happy
Buy some hats?,happy
Yes.,neutral
Do you want my jacket?,neutral
I'm just not.,neutral
About what?,angry
It's ridiculous.,angry
"It's PR. I mean, somebody sold you a good bill about this wonderful event that going to happen on the beach.",angry
"Yeah. Everyone else was sold the same thing. I mean, look, it keeps us excited, it keeps us coming back for more and you know, keeps us thinking life's going to start any minute now.",angry
"Look, I'm sorry but it's still just fish to me.",angry
Okay. Twice is as many times as we've tried and that's ever.,angry
"Augie, god dammit, don't ask me that. You always ask me that. I hate it when you ask me that. It's insulting.",angry
"Listen, I've waiting my entire life on this beach just standing there waiting for this fish to show up and these fish never show up.",angry
"Well, we're going to see it.",neutral
"No we won't. I mean, God, this isn't about the fish Augie.",angry
"Let's see I took a shower, you were watching the news, you said hey, hey the Grunions are running tonight and I said great let's go, I feel lucky tonight.",neutral
We thought I was pregnant.,sad
Wait a minute. I've got it.,neutral
It was in the car right? Driving past the Knickerbocker Liquor Locker...,neutral
And you said let's get some champagne and I said time's a wasting or something like that.,neutral
You want this to be like the other time right? That's it right?,neutral
I'd rather not remember something...,sad
Rather not hope for something.,sad
No.,sad
I want things to turn out the way that they're supposed to be.,angry
Welcome to the human race.,angry
Do you think that this is what I had in mind? That four years down the line that we'd get married and come to the beach and argue with each other over fish? No.,angry
I was just like you. I thought it was going to be all peaches and roses and everything great and the sand in our toes and the wind in our hair and the fish will always come and the bills will pay themselves and we'd have three big fat rosy kids...,angry
...and you know? Baby the jokes on us. Because you know what you get? Do you know what you get Carla? You get this.,angry
Yes it is.,angry
Right.,angry
Cause everything isn't anything like I thought it would be.,angry
This is just this. You know? I mean it's a lot and everything but it isn't somewhere else. Do you know what I'm trying to say?,sad
I know you are Augie. I know you wanted this evening to be nice.,sad
I can't help thinking about being somewhere else.,sad
Maybe if you were with someone else too.,sad
I didn't say that.,sad
I know. But I know I don't make you happy.,sad
"Augie, whatever I'm doing I'd rather be doing with you.",sad
If anybody wants to be with anybody else it's probably you. Probably somebody who enjoys herself a little more and is not so hard.,sad
"Well, I guess this is the wrong spot for the right people.",sad
I mean look at the view of the moon we got from here.,happy
Yeah. I noticed that. It's real pretty on the water.,happy
"Hey, look what we got here.",happy
Oh you brought refreshments.,happy
No I'm beginning to think you might be right.,happy
I think this may be the place for us after all.,happy
I am sorry Augie.,happy
Shh. If we're very quiet the fish might come.,happy
Or not.,happy
Or not.,happy
That's serious enough.,sad
I didn't hit you very hard.,neutral
"Oh, come on, you knew there was nothing in that.",neutral
Presents? A trivial little broach.,angry
You went out of your way to torture me over Peter Burden.,angry
No I didn't. You made up the whole thing in your jealous imagination.,neutral
You must admit he was in love with you.,angry
Just a little perhaps but nothing serious.,neutral
You let him kiss you. You said so. What of it?,angry
"Well it didn't harm him, in fact, it pleasured him a lot and it didn't hurt me.",neutral
And what about me?,angry
"Oh, that's a nice point of view I must say.",angry
"Yeah, so am I. Bored stiff.",angry
You want some brandy?,neutral
I'll have a little I think.,neutral
I don't know why you want it. You've already had two glasses.,angry
No particular reason. Anyhow they were very small ones.,angry
I don't see what you have to go on and on with this kind of thing.,angry
Oh my...just because I just...okay...,angry
It's become a habit with you.,neutral
You needn't be so grand just because you don't happen to want any yourself at the moment.,angry
What?,angry
"No, just making myself beautiful for you.",neutral
That's the woman's job to lure the man. Watch me a moment won't you?,neutral
Actually that's perfectly true.,neutral
Yes it is.,neutral
I think that,neutral
"Adders don't snap, they sting.",angry
They sting.,angry
Mind your business.,angry
You're quite insufferable. I expect it's because you're drunk.,angry
I'm not in the least bit drunk.,angry
You've always had a weak head.,angry
"Okay, like I mentioned before I had three very small, minute liquor glasses of brandy. That's not even enough to get a child of two drunk.",angry
"On the contrary, a child of two can get violently drunk off just one glass of brandy.",angry
"Oh, what an interesting topic. What about a child of four and a child of six? A child of nine?",angry
Shut up.,angry
We might be able to bring up a splendid little debate about this intemperate tots.,angry
"Not very funny dear. In fact, maybe you better have some more brandy.",angry
"Oh, thanks. I think I will.",angry
You better turn that off.,angry
They are away in Tunis.,neutral
No I'll do no such thing.,angry
Very well. If you insist on being a boorish and idiotic.,angry
"Come on, turn it off. It's driving me mad.",angry
You are far too temperamental. Try to control yourself.,angry
Turn it--Turn it off.,angry
Go away. Go away. I hate you.,angry
Very amusing indeed.,angry
"I hate you. Listen I'm sick and tired of listening to you, you sadistic bully.",angry
"You know what? You're a vile, little, evil-minded, little, wicked beast and I never want to see you again.",angry
"This is the end. Understand? This is the end, here and now, forever and always.",angry
You're not going nowhere. No you're not.,angry
"Oh, yes I am. Yes I am and you can't stop me.",angry
Just shut up.,angry
shut up. shut up. I would-I would never marry you again if you came crawling back to me on your hands and knees because you're an evil-minded little vampire and I hope to God I never see you again.,angry
"Listen, you're a cruel fiend and I hate, loathe you. Thank God finally, finally thank God I've realized just how horrible you are--and marry you? Marry you? Never. I will never marry you. I will die die in torment-",angry
Beast. Brute. Cad. Swine. Beast. Beast. Brute. Devil. Sorry.,angry
Oh.,angry
I did exactly what they told me to do.,angry
I've got a life too ma'am,angry
There's nothing I can do for you. Do you understand that? Nothing.,angry
I've been to the back of the line five times.,angry
You're going to have to go back again.,angry
Okay. What is it that I did wrong on the form that I have to start all over again?,angry
"Okay. Well, I can do that right here right now without going to the back of the line again. See look initialed. All done. Ready to go.",angry
Ma'am I have other people waiting in line right now. I have other people waiting in line right now.,angry
I'm not starting over again. No I have done this five times. I am not starting over again.,angry
I mean look she's -she's perfectly nice. She doesn't mind waiting for a couple of minutes because I've been here all day. I have a job to get back to. I have kids to pick up from school. I can't just stay here.,angry
like I said before right now.,angry
This is your job is to help people like me who need to get a new license.,angry
You're testing my goddamn patience.,angry
I'm testing your patience?,angry
"I work in this fucking building all day. And I'm sick of it, okay?",angry
I don't need to be. I need to go and do other things with my time. Okay.,angry
"Please just put the form in, take the picture, let me get my license and get the hell out of here. Please.",angry
So you're leaving tomorrow.,sad
Yeah. They just called.,sad
This is really-this is unfair.,sad
I know.,sad
I don't know what to say. I don't want to go but I don't have a lot of choice.,sad
"And, uh, I'm afraid that if you, you know, when you leave, you won't come back.",sad
I'm going to come back. I need you to believe that.,sad
Well you have to have faith because I don't have a choice and I have to go.,sad
Do you think I want to leave you?,sad
I have to do this. I don't want to leave. Do you think I want to miss seeing her grow up?,sad
And now- and now it's really shitty timing but now I have to go.,sad
What's that supposed to mean?,sad
I mean we can't-we're not a complete family without you here.,sad
Well I'll come back. What is that supposed to mean? You're not willing to wait for me to come back?,angry
That's all I'm saying... No you don't.,angry
Thanks that helps.,angry
I feel much better now.,angry
"You're acting like, you know, you're the one who's going all through, you know, all this shit and it's really- it's really not.",angry
Yeah. Of course I do because I didn't enlist in this stupid thing. Why don't you just get out now and then-,angry
That's how you want to leave it?,angry
"I don't know how else to leave it. What, do you want me to lie to you?",sad
You want me tell you that I'm okay with it?,sad
I want you to be okay with it as much as you can be. I mean it's not a great situation but we don't have an option here.,sad
Well I can't be okay with it the same way you can't not go. It just doesn't work that way.,sad
Fine.,sad
What? You seem so excited.,neutral
"Uh, you got a new car, a new house. Uh, a dog.",neutral
Are you serious? You're getting married.,surprise
"Everybody's going to come up. We're going to stay in all the pretty cabins up there and, um, everybody's going to have, you know, really flowery sort of naturey stuff.",happy
Very Midsummer Night's wedding.,happy
Why not browns?,neutral
"It's a light brown, tanish.",neutral
I just think browns are really what you want to go with. I mean I think there's more contrast between brown and green than there is-,neutral
I know but you just asked me to-,neutral
Okay. Fine. So green and what?,neutral
Blue?,neutral
"Okay, fine. Greens and blues.",neutral
Greens and blues and maybe a little light yellow?,neutral
Yeah?,neutral
"Okay. That sounds good. Um, and, uh, we're going to get like a five, uh, story cake, right?",neutral
"I mean, you know, you're going to have at least, like, two hundred and fifty people come. So we're going to need, you know, just a huge buffet.",neutral
"Fried chicken, mashed potatoes.",neutral
Well I can't be in charge of this. I mean I got things I got to do.,neutral
"I don't know. Okay. I mean gosh. There's just- look there's a lot of pressure in getting married, okay.",neutral
